vpid,artist
m00026vz,Tim Burgess
m00026vz,Young Fathers
m00026w1,Andy Stewart
m00026w1,Banda Estrellas De Sinaloa De German Lizarraga
m00026w1,Bob Dylan & The Band
m00026w1,Cat Power
m00026w1,Chet Atkins
m00026w1,David Bowie
m00026w1,Derroll Adams
m00026w1,Donnie Elbert
m00026w1,Dubwood Allstars
m00026w1,Durand Jones & the Indications
m00026w1,Eddi Reader
m00026w1,Flaco Jiménez
m00026w1,George Stoneman
m00026w1,Girma Bèyènè & Akalé Wubé
m00026w1,Ian Anderson's Country Blues Band
m00026w1,Iarla Ó Lionáird
m00026w1,J.S. Ondara
m00026w1,James Blake
m00026w1,Jimmy McGriff
m00026w1,Joni Mitchell
m00026w1,Kokoroko
m00026w1,Leveret
m00026w1,Little Simz
m00026w1,Llio Rhydderch
m00026w1,Mississippi Fred McDowell
m00026w1,Nazareth
m00026w1,Paul Robeson
m00026w1,Pink Floyd
m00026w1,Rickie Lee Jones & Ben Sidran
m00026w1,Salim Halali
m00026w1,Shirley Collins
m00026w1,Stefano Torsos
m00026w1,The Killers
m00026w1,The Pros And Cons
m00026w1,Thomas Mapfumo
m00026w1,Ólöf Arnalds
m00026w3,"Toots Hibbert, Toots & The Maytals & No Doubt"
m00026w3,Amy Winehouse
m00026w3,Mahalia Jackson
m00026w3,The Skatalites
m00026w3,Toots & The Maytals & Bonnie Raitt
m00026w3,Toots & The Maytals & Jeff Beck
m00026w3,Toots & The Maytals & Keith Richards
m00026w3,Toots & The Maytals
m00026w5,"Westminster Cathedral Choir, Academy of Ancient Music Chorus, Academy of Ancient Music & Christopher Hogwood"
m00026w5,Angelo De Augustine
m00026w5,Aztec Camera
m00026w5,Beatrice Harrison
m00026w5,Beirut
m00026w5,Big Thief
m00026w5,Bill Callahan
m00026w5,Bob Marley & The Wailers
m00026w5,Brian Eno
m00026w5,Duke Ellington
m00026w5,Eddie Floyd
m00026w5,Elbow & John Moseley
m00026w5,Elton John
m00026w5,Elvis Costello & The Attractions
m00026w5,Jefferson Airplane
m00026w5,Jesca Hoop
m00026w5,Jolie Holland & The Grand Chandeliers
m00026w5,Los Saicos
m00026w5,Nirvana
m00026w5,Parekh & Singh
m00026w5,Peter Gabriel
m00026w5,Peter Sellers
m00026w5,R.E.M.
m00026w5,Rosemary & Garlic
m00026w5,The Beatles
m00026w5,The Flamingos
m00026w5,The Jimi Hendrix Experience
m00026w5,The Last Detail
m00026w5,Tom Waits
m00026w7,Beach Youth
m00026w7,Bing Crosby
m00026w7,Bow Wow Wow
m00026w7,Broken Bells
m00026w7,Deerhunter
m00026w7,Delicate Steve
m00026w7,Ex Hex
m00026w7,French Cassetttes
m00026w7,Friendly Fires
m00026w7,Halim El-Dabh
m00026w7,Jealous of The Birds
m00026w7,Le Groupe Obscur
m00026w7,Le Villejuif Underground
m00026w7,MNNQNS
m00026w7,Maribou State
m00026w7,Moses Sumney
m00026w7,Pip Blom
m00026w7,Steve Reich
m00026w7,Tape
m00026w7,The Kills
m00026w7,The Lemonheads
m00026w7,The Magnetic Fields
m00026w7,Totally Enormous Extinct Dinosaurs
m00026w7,Unloved
m00026w7,Vök
m00026w7,Wild Billy Childish and the Musicians of the British Empire
m00026w7,Working Men's Club
m00026w9,Ash
m00026w9,Bat for Lashes
m00026w9,Billy Bragg
m00026w9,Black Futures
m00026w9,Bloc Party
m00026w9,Childhood
m00026w9,Depeche Mode
m00026w9,Goldfrapp
m00026w9,Happy Mondays
m00026w9,Hot Chip
m00026w9,James
m00026w9,Nadine Shah
m00026w9,Nirvana
m00026w9,Oasis
m00026w9,Radiohead
m00026w9,Soulwax
m00026w9,St. Vincent
m00026w9,Stereolab
m00026w9,The Beat
m00026w9,The Cure
m00026w9,The Libertines
m00026w9,The Specials
m00026w9,The Strokes
m00026w9,The xx
m00026w9,Young Fathers
m00026wc,"Alan Gowen, Phil Miller, Richard Sinclair & Trevor Tomkins"
m00026wc,Aardvark
m00026wc,Art Brut
m00026wc,Caravan
m00026wc,Charlotte Adigéry
m00026wc,Derya Yıldırım & Grup Şimşek
m00026wc,Dylan Carlson
m00026wc,Electric Wizard
m00026wc,Jandek
m00026wc,Jessica Sligter
m00026wc,Jodie Lowther & A.R.C. Soundtracks
m00026wc,Lester Bowie Brass Fantasy
m00026wc,Mira Calix
m00026wc,SH Fox
m00026wc,Sarah Angliss
m00026wc,Simon Bookish
m00026wc,Sonar
m00026wf,Act 1
m00026wf,Arcade Fire
m00026wf,Archie Bell & The Drells
m00026wf,Charlotte Adigéry
m00026wf,Chosen Few
m00026wf,Crosby
m00026wf,Dobby Dobson
m00026wf,DāM‐FunK
m00026wf,Grapetooth
m00026wf,John Lennon
m00026wf,Kinobe
m00026wf,Le SuperHomard
m00026wf,One Dove
m00026wf,Panda Bear
m00026wf,Quantic & Alice Russell With The Combo Bárbaro
m00026wf,Russ D
m00026wf,Shinehead
m00026wf,Simian Mobile Disco
m00026wf,Sly5thAve
m00026wf,Smoke City
m00026wf,Super Furry Animals
m00026wf,Tallies
m00026wf,The Avalanches
m00026wf,The Jam
m00026wf,The Skints
m00026wf,Wendy & Lisa
m00026wf,Yves Jarvis
m00026wf,フェイス
m00026wh,Daisy
m00026wh,Fick as Fieves
m00026wh,Gemma Rogers
m00026wh,HARKIN
m00026wh,Harbottle & Jonas
m00026wh,Jessie Reid
m00026wh,LAVZ
m00026wh,LeeSun
m00026wh,Lil Gidi
m00026wh,Matic Mouth
m00026wh,OK Button
m00026wh,Oscar Jerome
m00026wh,Sincere Deceivers
m00026wh,This Human Condition
m00026wh,Two Black Sheep
m00026wh,Una Quinn
m00026wh,Valeras
m00026wh,Valerio Lysander
m00026wk,"Mary Epworth, helene bradley & Simon Baker"
m00026wk,Cosmic Rough Riders
m00026wk,Kitchens of Distinction
m00026wk,Noname
m00026wk,Zones
m00026wm,Adele
m00026wm,Anna Calvi
m00026wm,Beirut
m00026wm,Bob Marley & The Wailers
m00026wm,Boy Azooga
m00026wm,Broken Bells
m00026wm,Buzzcocks
m00026wm,C Duncan
m00026wm,Dubstar
m00026wm,Everything Everything
m00026wm,Foals
m00026wm,Frank Turner
m00026wm,Friendly Fires
m00026wm,Gaz Coombes
m00026wm,Kings of Leon
m00026wm,LCD Soundsystem
m00026wm,LL Cool J
m00026wm,Lizzo
m00026wm,Lucy Rose
m00026wm,Maribou State
m00026wm,Martha Reeves and The Vandellas
m00026wm,Obongjayar
m00026wm,Prince & Revolution
m00026wm,Pulp
m00026wm,Röyksopp
m00026wm,Sonic Youth
m00026wm,Soulwax
m00026wm,The Beach Boys
m00026wm,The Cure
m00026wm,The Specials
m00026wm,They Might Be Giants
m00026wm,You Tell Me
m00026wm,shame
m00026yz,Alabama Shakes
m00026yz,Amerie
m00026yz,Average White Band
m00026yz,Basement Jaxx
m00026yz,Beastie Boys
m00026yz,Boards of Canada
m00026yz,Charlotte Adigéry
m00026yz,Charlotte Gainsbourg
m00026yz,Cid Rim
m00026yz,Circle Sky
m00026yz,Cymande
m00026yz,Ian Dury & The Blockheads
m00026yz,Ibibio Sound Machine
m00026yz,James Blake
m00026yz,Kathryn Joseph
m00026yz,Little Simz & Cleo Sol
m00026yz,Loose Joints
m00026yz,Otis Redding
m00026yz,Paul McCartney
m00026yz,Rotary Connection
m00026yz,SebastiAn
m00026yz,Sharon Van Etten
m00026yz,Sleigh Bells
m00026yz,Sly & the Family Stone
m00026yz,Soak
m00026yz,Stealing Sheep
m00026yz,Swindle & Kojey Radical
m00026yz,TOY
m00026yz,TVAM
m00026yz,The Beat
m00026yz,The Beths
m00026yz,The Chemical Brothers
m00026yz,The Dandy Warhols
m00026yz,The Meters
m00026yz,The Notorious B.I.G.
m00026yz,Toots & The Maytals
m00026yz,Toro y Moi
m00026yz,Unloved
m00026yz,Yak
m00026yz,slowthai
m00026z1,"Black Country, New Road"
m00026z1,Apparat
m00026z1,Beirut
m00026z1,Billy Bragg
m00026z1,Björk
m00026z1,Blur
m00026z1,Can
m00026z1,Diana Ross
m00026z1,Digital Mystikz
m00026z1,Dr. Dre
m00026z1,Jane Weaver
m00026z1,Jeremy Warmsley
m00026z1,Joni Mitchell
m00026z1,Karen O & Danger Mouse
m00026z1,Kendrick Lamar & SZA
m00026z1,LCD Soundsystem
m00026z1,Lauryn Hill
m00026z1,Lizzo
m00026z1,Low
m00026z1,Maribou State
m00026z1,Marvin Gaye
m00026z1,Mos Def
m00026z1,Petite Noir
m00026z1,Public Enemy
m00026z1,Róisín Murphy
m00026z1,SBTRKT
m00026z1,Santi
m00026z1,Subjective
m00026z1,Swindle & Ghetts
m00026z1,Swindle
m00026z1,TOY
m00026z1,Talking Heads
m00026z1,The Exciters
m00026z1,The Selecter
m00026z1,The Undertones
m00026z1,Tom Williams
m00026z1,Yugen Blakrok
m00026z3,? and the Mysterians
m00026z3,Amy Winehouse
m00026z3,Bess Atwell
m00026z3,Black Box
m00026z3,Catfish and the Bottlemen
m00026z3,Charlotte Gainsbourg
m00026z3,Christine and the Queens
m00026z3,Cold War Kids
m00026z3,Diana Ross
m00026z3,Drenge
m00026z3,ESG
m00026z3,Foals
m00026z3,Ibibio Sound Machine
m00026z3,James Blake
m00026z3,Joe Goddard
m00026z3,Kurt Vile
m00026z3,Manic Street Preachers
m00026z3,Orchestral Manoeuvres in the Dark
m00026z3,Peter Doherty
m00026z3,Queens of the Stone Age
m00026z3,Radiohead
m00026z3,SOAK
m00026z3,Santigold
m00026z3,Self Esteem
m00026z3,Skee-Lo
m00026z3,Sleaford Mods
m00026z3,Stealing Sheep
m00026z3,Steely Dan
m00026z3,TOY
m00026z3,The Cardigans
m00026z3,The Maccabees
m00026z3,The Specials
m00026z3,We Were Promised Jetpacks
m00026z5,Bay City Rollers
m00026z5,Cypress Hill
m00026z5,Goodbye Mr. Mackenzie
m00026z5,Idlewild
m00026z5,Iggy Pop
m00026z5,James Blake
m00026z5,Makeness
m00026z5,Maribou State
m00026z5,Max Cooper
m00026z5,Pip Blom
m00026z5,Proc Fiskal
m00026z5,R. Dean Taylor
m00026z5,Rascalton
m00026z5,Solareye
m00026z5,Subjective
m00026z5,The Chemical Brothers
m00026z5,The Exploited
m00026z5,The Filthy Tongues
m00026z5,The Fire Engines
m00026z5,The Murder Capital
m00026z5,The Pogues
m00026z5,The Rezillos
m00026z5,Twilight Sad
m00026z5,Two Gallants
m00026z5,Vistas
m00026z5,Yak
m00026z5,slowthai
m00026z7,Archie Bronson Outfit
m00026z7,Bilge Pump
m00026z7,Cherry Ghost
m00026z7,Euros Childs
m00026z7,Feels
m00026z7,Frank Zappa
m00026z7,Half Japanese
m00026z7,Laughing Clowns
m00026z7,Low
m00026z7,Mott the Hoople
m00026z7,Pauline Murray
m00026z7,Pip Blom
m00026z7,Reverend Horton Heat
m00026z7,Robert Forster
m00026z7,Spratleys Japs
m00026z7,Stereolab
m00026z7,Steve Mason
m00026z7,The Only Ones
m00026z7,The Skatalites
m00026z7,Tracyanne & Danny
m00026z7,Weyes Blood
m00026z9,Andy White
m00026z9,Appendix Out
m00026z9,Blazers
m00026z9,Captain Beefheart & His Magic Band
m00026z9,Cocteau Twins
m00026z9,David Bowie
m00026z9,Don Rendell/IIan Carr Quintet
m00026z9,Fantastic Something
m00026z9,Fumaça Preta
m00026z9,Gemma Ray
m00026z9,Irma Thomas
m00026z9,Jodi
m00026z9,Lloyd Williams
m00026z9,Low
m00026z9,Mabel Franklin
m00026z9,McCarthy
m00026z9,Michel Legrand
m00026z9,New Order
m00026z9,One Thousand Violins
m00026z9,Onyx Colective
m00026z9,Savage Mansion
m00026z9,Serious Sam Barrett
m00026z9,Teeth of the Sea
m00026z9,The Goldborns
m00026z9,The Lemonheads
m00026z9,The Parrots
m00026z9,The Suede Crocodiles
m00026z9,The Telescopes
m00026z9,Tim Blake
m00026z9,Tiny Ruins
m00026z9,Tommy McCook & The Supersonics
m00026z9,Vera Sola
m00026z9,Wildflower
m00026z9,Wreckless Eric
m00026zc,Bacao Rhythm & Steel Band
m00026zc,Bonobo
m00026zc,Brad Stank
m00026zc,Circle Sky
m00026zc,Foals
m00026zc,Half Japanese
m00026zc,Heavy Lungs
m00026zc,Howe Gelb
m00026zc,Majken
m00026zc,Martha Ffion
m00026zc,Phobophobes
m00026zc,Pip Blom
m00026zc,Skinshape
m00026zc,Sorry
m00026zc,TVAM
m00026zc,The Specials
m00026zf,Barrington Levy
m00026zf,Breakwater
m00026zf,Pop Rivets
m00026zf,Zzebra
m00026zk,Cher
m00026zk,Cyndi Lauper
m00026zk,Le Tigre
m00026zk,Meat Loaf
m00026zk,Missy Elliott
m00026zk,Pet Shop Boys
m00026zk,Robyn
m00026zm,A Tribe Called Quest
m00026zm,CHVRCHES
m00026zm,Orange Juice
m00026zm,Phoenix
m00026zm,Spandau Ballet
m00026zm,The Flaming Lips
m00026zm,The Teardrop Explodes
m00026zm,Ty Segall
m00026zp,808 State
m00026zp,Audrey Hall
m00026zp,Badly Drawn Boy
m00026zp,Basement Jaxx
m00026zp,Beastie Boys
m00026zp,Belle and Sebastian
m00026zp,Bess Atwell
m00026zp,Charlotte Gainsbourg
m00026zp,Cosha
m00026zp,D'angelo
m00026zp,Disclosure
m00026zp,Everything but the Girl vs Soul Vision
m00026zp,Foals
m00026zp,Foo Fighters
m00026zp,J.S. Ondara
m00026zp,James Blake
m00026zp,Karen O & Danger Mouse
m00026zp,Kathryn Joseph
m00026zp,Kurt Vile
m00026zp,Mercury Rev
m00026zp,Mick Harvey
m00026zp,Queens of the Stone Age
m00026zp,Sam Fender
m00026zp,Stiff Little Fingers
m00026zp,The Beat
m00026zp,The Beatles
m00026zp,The Beths
m00026zp,The Chemical Brothers
m00026zp,The Disposable Heroes of Hiphoprisy
m00026zp,The Moonlandingz
m00026zp,The Mysterines
m00026zp,U2
m000273t,"Swindle, Eva Lazarus & Kiko Bun"
m000273t,Ariel Pink
m000273t,Beastie Boys
m000273t,Beirut
m000273t,Ben Folds Five
m000273t,Bonobo
m000273t,Brad Stank
m000273t,Buzzcocks
m000273t,Can
m000273t,Chaka Khan
m000273t,De La Soul
m000273t,Dizzee Rascal
m000273t,France Gall
m000273t,Gary Numan
m000273t,Grizzly Bear
m000273t,Jeremy Warmsley
m000273t,Jonathan Richman & The Modern Lovers
m000273t,Juniore
m000273t,Lizzo
m000273t,Majken
m000273t,Maribou State
m000273t,Max Cooper
m000273t,Our Girl
m000273t,Pavement
m000273t,Pulp
m000273t,Radiohead
m000273t,Rosie Lowe
m000273t,Róisín Murphy
m000273t,Santigold
m000273t,Sleaford Mods
m000273t,Songhoy Blues
m000273t,Soulwax
m000273t,Stevie Wonder
m000273t,The 5th Dimension
m000273t,The Comet Is Coming
m000273t,The Horrors
m000273t,The Specials
m000273t,slowthai
m000273w,Broken Bells
m000273w,Charlotte Gainsbourg
m000273w,Clinic
m000273w,Cocteau Twins
m000273w,Cream
m000273w,Eric B. & Rakim
m000273w,Everyone You Know
m000273w,Foals
m000273w,Grace Jones
m000273w,Ibibio Sound Machine
m000273w,James Blake
m000273w,Japan
m000273w,Jimi Hendrix
m000273w,Johnny Cash & Nick Cave
m000273w,Jupiter Okwess
m000273w,Kings of Leon
m000273w,Little Richard
m000273w,Lucinda Chua
m000273w,Nick Cave & Bad Seeds
m000273w,Nick Cave & The Bad Seeds
m000273w,Obongjayar
m000273w,Omni Trio
m000273w,Pigs Pigs Pigs Pigs Pigs Pigs Pigs
m000273w,SOAK
m000273w,Scott Walker & Scott Walker
m000273w,Shuggie Otis
m000273w,Songhoy Blues
m000273w,Stealing Sheep
m000273w,Swindle
m000273w,The Birthday Party
m000273w,The Family Stand & Jazzy B
m000273w,The National
m000273w,The Paragons
m000273y,Anna Calvi
m000273y,Beirut
m000273y,Camera Obscura
m000273y,Chuck Prophet
m000273y,Dead Kennedys
m000273y,Fontaines D.C.
m000273y,James Blake
m000273y,Jimmy Page & Robert Plant
m000273y,Justice
m000273y,Karen O & Danger Mouse
m000273y,King Bee
m000273y,Laura Mvula
m000273y,Longpigs
m000273y,Low
m000273y,Nirvana
m000273y,Pip Blom
m000273y,R.E.M.
m000273y,Ride
m000273y,Róisín Murphy
m000273y,Swindle
m000273y,Teleman
m000273y,The Beat
m000273y,The Chemical Brothers
m000273y,The Go‐Go’s
m000273y,The Strokes
m000273y,Tom Williams
m000273y,Unloved
m000273y,Villagers
m000273y,Working Men's Club
m000273y,Yak
m000273y,slowthai
m000273y,tUnE-yArDs
m0002740,Amy May Ellis
m0002740,Bessie Turner
m0002740,Broken Bells
m0002740,Charlotte Gainsbourg
m0002740,Elbow
m0002740,Fawn
m0002740,Foals
m0002740,Glass Caves
m0002740,Kurt Vile
m0002740,Laura Kindelan
m0002740,Lizzo
m0002740,Maccabees
m0002740,New Order
m0002740,Pharoahe Monch
m0002740,Public Service Broadcasting
m0002740,Santigold
m0002740,Shed Seven
m0002740,Soul II Soul
m0002740,Swindle
m0002740,The Howl & The Hum
m0002740,The Mekons
m0002740,The Redskins
m0002740,The Ruts
m0002740,The Seahorses
m0002740,The Shangri‐Las
m0002740,The Specials
m0002740,Yeah Yeah Yeahs
m0002742,Butthole Surfers
m0002742,Fat White Family
m0002742,Felt
m0002742,Jon Spencer
m0002742,Laughing Clowns
m0002742,Lene Lovich
m0002742,Man
m0002742,Odetta Hartman
m0002742,Ozzy Osbourne
m0002742,Pauline Murray
m0002742,Pom Poko
m0002742,Proper Ornaments
m0002742,Shana Cleveland
m0002742,Snapped Ankles
m0002742,Stereolab
m0002742,Stevie Wonder
m0002742,The Fall
m0002742,The Stroppies
m0002742,Tiny Ruins
m0002744,23 Skidoo
m0002744,Aphex Twin
m0002744,Belly
m0002744,Blurt
m0002744,Bonnacons of Doom
m0002744,British Sea Power
m0002744,Buffy Sainte-Marie
m0002744,Cabaret Voltaire
m0002744,Deep Cut
m0002744,Desperate Journalist
m0002744,Gareth Sager & The Hungry Ghosts
m0002744,Helen Love
m0002744,James Yorkston
m0002744,Jessica Pratt
m0002744,John Lurie
m0002744,Josefin Öhrn & The Liberation
m0002744,Kel Assouf
m0002744,Lambchop
m0002744,Lau
m0002744,Le SuperHomard
m0002744,Leo Kottke
m0002744,Nic Jones
m0002744,Nick Drake
m0002744,Night Beats
m0002744,Robert Wyatt With The Swapo Singers
m0002744,Rozi Plain
m0002744,Rustin Man
m0002744,Shana Cleveland
m0002744,Slowdive
m0002744,The Beatles
m0002744,The Cravats with Paul Hartnoll
m0002744,The Embrooks
m0002744,The Fireballs
m0002744,The Revolutionaries
m0002744,The Smiths
m0002744,Time Grove
m0002744,Will Burns & Hannah Peel
m0002746,BC Camplight
m0002746,Black Taffy
m0002746,Cherushii & Maria Minerva
m0002746,Cucina Povera
m0002746,Elsa Hewitt
m0002746,Ghost McGrady
m0002746,John Grant
m0002746,Joni Void
m0002746,Kamasi Washington
m0002746,Kilchhofer Anklin
m0002746,Lorelle meets The Obsolete
m0002746,Mowgan
m0002746,Rina Mushonga
m0002746,Sharon Van Etten
m0002746,Skinshape
m0002746,StabUdown Productions
m0002746,TOY
m0002746,Toots & The Maytals & Keith Richards
m0002746,Toots & The Maytals
m0002748,Big Country
m0002748,Sacred Paws
m0002748,The Futureheads
m0002748,The Go‐Betweens
m000274b,A Tribe Called Quest
m000274b,Björk
m000274b,Cassius
m000274b,Courtney Barnett
m000274b,EPMD
m000274b,Foo Fighters
m000274b,Gang of Four
m000274b,Grizzly Bear
m000274b,James Blake
m000274b,Jeremy Warmsley
m000274b,Karen O & Danger Mouse
m000274b,Maribou State
m000274b,Max Cooper
m000274b,Obongjayar
m000274b,Orbital
m000274b,Our Girl
m000274b,Radiohead
m000274b,Scritti Politti
m000274b,Sleeper
m000274b,The Beths
m000274b,The Chemical Brothers
m000274b,The Dandy Warhols
m000274b,The Spencer Davis Group
m000274d,Barrington Levy
m000274d,Beirut
m000274d,Ben Howard
m000274d,Bloc Party
m000274d,Dexys Midnight Runners
m000274d,Doves
m000274d,Elbow
m000274d,Everyone You Know
m000274d,Feist
m000274d,Florence + the Machine
m000274d,Gorillaz
m000274d,Ibibio Sound Machine
m000274d,Methyl Ethel
m000274d,Money Mark
m000274d,N.W.A
m000274d,Nakhane Touré
m000274d,New Order
m000274d,PJ Harvey
m000274d,Patti Smith Group
m000274d,Róisín Murphy
m000274d,Stereolab
m000274d,Subjective
m000274d,Super Furry Animals
m000274d,Syd Dale
m000274d,The Breeders
m000274d,The Specials
m000274d,The Strokes
m000274d,Tom Tom Club
m000274d,Tom Williams
m000274d,Villagers
m000274d,Yak
m000274d,Young Fathers
m000274d,slowthai
m000277y,Aardvark
m000277y,Al Green
m000277y,Anderson .Paak
m000277y,Anna Calvi
m000277y,Aretha Franklin
m000277y,Ben Howard
m000277y,Bess Atwell
m000277y,Bob & Earl
m000277y,British Sea Power
m000277y,Broken Bells
m000277y,Buzzcocks
m000277y,Charlotte Gainsbourg
m000277y,Cid Rim & Lylit
m000277y,Digable Planets
m000277y,Elliott Smith
m000277y,Foals
m000277y,Isaac Hayes
m000277y,James Blake
m000277y,Jungle Brothers
m000277y,Kate Bush
m000277y,K‐Klass
m000277y,Little Simz & Cleo Sol
m000277y,Lizzo
m000277y,Miriam Makeba
m000277y,Neneh Cherry
m000277y,Nina Simone
m000277y,Ohio Players
m000277y,Prince
m000277y,St. Vincent
m000277y,Stealing Sheep
m000277y,The Chemical Brothers
m000277y,The Slits
m000277y,Todd Terje
m000277y,Wu-Tang Clan
m000277y,You Tell Me
m0002780,Beirut
m0002780,Buzzcocks
m0002780,Caribou
m0002780,Catfish and the Bottlemen
m0002780,Childish Gambino
m0002780,Denzel Curry
m0002780,Everything but the Girl
m0002780,Grouper
m0002780,James Blake
m0002780,Jimmy Smith
m0002780,Jimmy “Bo” Horne
m0002780,Joubert Singers
m0002780,Karen O & Danger Mouse
m0002780,Kate Tempest
m0002780,Kraftwerk
m0002780,Kurt Vile
m0002780,Lou Reed
m0002780,Malatu Astatke
m0002780,Maribou State
m0002780,Massive Attack
m0002780,Patti Smith
m0002780,Peaches
m0002780,Queens of the Stone Age
m0002780,Reykjavikurdtr
m0002780,Santigold
m0002780,Sleaford Mods
m0002780,Sons of Kemet
m0002780,Sparks
m0002780,Sweely
m0002780,The Beat
m0002780,The Brand New Heavies
m0002780,The Notorious B.I.G.
m0002780,Wiley
m0002780,slowthai
m0002782,Al Green
m0002782,Beastie Boys
m0002782,Ben Kweller
m0002782,Beth Orton
m0002782,Buzzcocks
m0002782,Charlotte Gainsbourg
m0002782,Dinosaur Jr.
m0002782,Disclosure
m0002782,Foals
m0002782,Frou Frou
m0002782,Funkadelic
m0002782,Happy Mondays
m0002782,Ibibio Sound Machine
m0002782,Jeremy Warmsley
m0002782,LCD Soundsystem
m0002782,Lizzo
m0002782,Max Cooper
m0002782,Michael Jackson
m0002782,Muse
m0002782,Obongjayar
m0002782,Our Girl
m0002782,Pearl Jam
m0002782,Róisín Murphy
m0002782,SOAK
m0002782,Swervedriver
m0002782,T. Rex
m0002782,The Beths
m0002782,The Leisure Society
m0002782,The Smashing Pumpkins
m0002782,The Specials
m0002782,Vulfpeck
m0002784,"Albert Hammond, Jr."
m0002784,Beck
m0002784,Beirut
m0002784,Black Midi
m0002784,Bowling for Soup
m0002784,Buzzcocks
m0002784,Cameo
m0002784,Diddy
m0002784,Evelyn “Champagne” King
m0002784,Inwards
m0002784,James Blake
m0002784,Jamie T
m0002784,Justice vs Simian
m0002784,Kingmaker
m0002784,Maribou State
m0002784,Marion
m0002784,Ramones
m0002784,The Chemical Brothers
m0002784,The Contours
m0002784,The Murder Capital
m0002784,The Selecter
m0002784,Tom Williams
m0002784,Traffic
m0002784,Wah!
m0002784,Yak
m0002786,"Black Country, New Road"
m0002786,Blaenavon
m0002786,Bronx Slang
m0002786,Buzzard Buzzard Buzzard
m0002786,Gorky’s Zygotic Mynci
m0002786,Jealous of The Birds
m0002786,Jim James
m0002786,John Lennon
m0002786,Laughing Clowns
m0002786,Los Blancos
m0002786,Martha
m0002786,Pauline Murray
m0002786,Petrol Girls
m0002786,Reverend Horton Heat
m0002786,Rozi Plain
m0002786,SCALPING
m0002786,Stereolab
m0002786,Talking Heads
m0002786,Ty Segall & The Freedom Band
m0002786,Weyes Blood
m0002786,Whitney
m0002786,Working Men's Club
m0002788,Bassekou Kouyaté & Madera Limpia
m0002788,Boards of Canada
m0002788,Buzzard Buzzard Buzzard
m0002788,Buzzcocks
m0002788,Charles Hanna AndThe Graduates
m0002788,Charlie Ace
m0002788,Dave Barker
m0002788,Derek Martin
m0002788,Emma Tricca
m0002788,Feels
m0002788,Funkadelic
m0002788,Gillian Welch And David Rawlings
m0002788,Gillian Welch
m0002788,Grand Veymont
m0002788,Jessica Pratt
m0002788,Joan As A Policewoman
m0002788,Joan As Police Woman
m0002788,Jon Hassell & Brian Eno
m0002788,Joy Division
m0002788,Julia Jacklin
m0002788,July Skies
m0002788,Leonard Cohen
m0002788,Little Walter
m0002788,Pill Fangs
m0002788,Rosali
m0002788,Savage Mansion
m0002788,Teeth of the Sea
m0002788,The Bongolian
m0002788,The Cinematic Orchestra
m0002788,The Clips
m0002788,The Dynamics
m0002788,The Hurricanes
m0002788,The One Hit Wonders
m0002788,The Smiths
m0002788,The Upsetters
m0002788,The Virtues
m0002788,The Who
m0002788,Unknown Mortal Orchestra
m0002788,Whoa Melodic
m000278b,Andy Roberts
m000278b,Average White Band
m000278b,Back Door
m000278b,Heaven 17
m000278d,Ann Peebles
m000278d,Elvis Costello & The Attractions
m000278d,Faces
m000278d,Ibibio Sound Machine
m000278d,Inspiral Carpets
m000278d,Julia Jacklin
m000278d,Karen O & Danger Mouse
m000278d,Kraftwerk
m000278d,Kurt Vile
m000278d,Lloyd Cole and the Commotions & Lloyd Cole
m000278d,M.I.A.
m000278d,Marcia Griffiths
m000278d,SOAK
m000278d,Santigold
m000278d,Sleaford Mods
m000278d,Stephen Malkmus & The Jicks
m000278d,Strong Asian Mothers
m000278d,Syd Barrett
m000278d,The 5.6.7.8’s
m000278d,The National
m000278d,The Specials
m000278d,The Velvet Underground
m000278d,Working Men's Club
m000278d,X‐Ray Spex
m000278d,slowthai
m000278g,Any Trouble
m000278g,Average Sex
m000278g,Blackstreet & Dr. Dre
m000278g,Boxed In
m000278g,Broken Bells
m000278g,Calexico
m000278g,Catfish and the Bottlemen
m000278g,Charlotte Gainsbourg
m000278g,DeBarge
m000278g,Death Cab for Cutie
m000278g,Depeche Mode
m000278g,Desmond Dekker & The Aces
m000278g,Foals
m000278g,Inner City
m000278g,James Blake
m000278g,Kirsty MacColl
m000278g,Lamb
m000278g,Leftfield
m000278g,Lizzo
m000278g,Max Cooper
m000278g,Moby
m000278g,Petite Noir
m000278g,Portishead
m000278g,Snow Patrol
m000278g,Stealing Sheep
m000278g,The Beths
m000278g,The Jesus and Mary Chain
m000278g,The Leisure Society
m000278g,The White Stripes
m000278g,This Is the Kit
m000278g,Was (Not Was)
m0002796,"Black Country, New Road"
m0002796,Al Barry & The Cimarons
m0002796,Beirut
m0002796,Better Oblivion Community Center
m0002796,Big Mama Thornton
m0002796,Big Thief
m0002796,CHAI
m0002796,Christine and the Queens
m0002796,Commodores
m0002796,Deerhunter
m0002796,Donny Hathaway
m0002796,Ezra Furman
m0002796,Four Tet
m0002796,Frankie Goes to Hollywood
m0002796,Glass Animals
m0002796,James Blake
m0002796,Joe Smooth
m0002796,John Grant
m0002796,Kurt Vile
m0002796,Lil' Louis & The World
m0002796,Maribou State
m0002796,Mr. Scruff
m0002796,Obongjayar
m0002796,Our Girl
m0002796,PJ Harvey
m0002796,Planningtorock
m0002796,Reykjavikurdtr
m0002796,Rosie Lowe
m0002796,Róisín Murphy
m0002796,Skee-Lo
