vpid,artist
m00022vx,Big Red Machine
m00022vx,Black Sabbath
m00022vx,David Bowie
m00022vx,Flying Lotus
m00022vx,Gentleman’s Dub Club
m00022vx,Golden Dawn Arkestra
m00022vx,Greentea Peng
m00022vx,Junior Byles
m00022vx,Ladyhawke
m00022vx,Lizzo
m00022vx,Lorna Bennett
m00022vx,Louis Cole
m00022vx,Miniman
m00022vx,Planningtorock
m00022vx,Salif Keita
m00022vx,Smith & Mighty
m00022vx,The Chemical Brothers
m00022vx,The Mamas & the Papas
m00022vx,The Tamlins
m00022vx,The Temptations
m00022vx,Ultramarine
m00022vx,Ween
m00022vx,Willie Cobbs
m00022vx,Young Fathers
m00022vz,Apple of my Eye
m00022vz,Calm
m00022vz,Caoilfhionn Rose
m00022vz,Cazimi
m00022vz,Cinnabar
m00022vz,Gu-Ru
m00022vz,John Lewis & His R & R Trio
m00022vz,Lewsberg
m00022vz,Madi
m00022vz,San Scout
m00022vz,Sean Taylor
m00022vz,Sunder
m00022vz,Talitha Rise
m00022vz,The Disciples
m00022vz,Vincent Burke
m00022vz,YOJI
m00022w1,Ben Edwards & Wrangler
m00022w1,Danielle Dax
m00022w1,John Sebastian
m00022w1,Morcheeba
m00022w3,Adele
m00022w3,Anna Calvi
m00022w3,Arcade Fire
m00022w3,Bat for Lashes
m00022w3,Bhundu Boys
m00022w3,Broken Bells
m00022w3,Courtney Barnett
m00022w3,Depeche Mode
m00022w3,Drenge
m00022w3,Elbow
m00022w3,Joy Division
m00022w3,Kanye West
m00022w3,Karen O & Danger Mouse
m00022w3,Klaxons
m00022w3,Little Dragon
m00022w3,Massive Attack
m00022w3,PJ Harvey
m00022w3,Prince
m00022w3,R.E.M.
m00022w3,Sleeper
m00022w3,Stealing Sheep
m00022w3,Superorganism
m00022w3,Talking Heads
m00022w3,The Drums
m00022w3,The Smiths
m00022w3,The Specials
m00022w3,The Undertones
m00022w3,The Waterboys
m00022w3,Tom Williams
m00022w3,Working Men's Club
m00022wm,AXIS: SOVA
m00022wm,Anni Hogan
m00022wm,Beth Gibbons
m00022wm,Bill Callahan
m00022wm,Chuck Berry
m00022wm,Dutch Uncles
m00022wm,Emma Pollock
m00022wm,Euros Childs
m00022wm,Guided by Voices
m00022wm,International Teachers of Pop
m00022wm,John Myrtle
m00022wm,Lavinia Blackwall
m00022wm,Little Feat
m00022wm,Mark Stewart & The Maffia
m00022wm,Metronomy
m00022wm,Pom Poko
m00022wm,Porcupine Tree
m00022wm,Ray Charles & Blues Brothers
m00022wm,SLUG
m00022wm,The Sensational Alex Harvey Band
m00022wm,Warm Drag
m00022wm,Weyes Blood
m00022wm,White Denim
m00022wp,Buzzcocks
m00022wp,Caravan
m00022wp,Eric “Monty” Morris
m00022wp,Günter Schickert
m00022wp,Happy Mondays
m00022wp,Jackson Sisters
m00022wp,James Carr
m00022wp,Jimmy Smith
m00022wp,John Blek
m00022wp,John Martyn
m00022wp,Josh Rouse
m00022wp,Juanita Nixon
m00022wp,Julia Kent
m00022wp,Kel Assouf
m00022wp,King of the Slums
m00022wp,Laish
m00022wp,Lance Ferguson's Rare Groove Spectrum
m00022wp,Low
m00022wp,Mission of Burma
m00022wp,Pye Corner Audio
m00022wp,Raven
m00022wp,Robert Forster
m00022wp,Roland Alphonso
m00022wp,Savage Mansion
m00022wp,Sonic Youth
m00022wp,The Beach Boys
m00022wp,The Empty Page
m00022wp,The Sensational Alex Harvey Band
m00022wp,The Stroppies
m00022wp,The Telescopes
m00022wp,The Wave Pictures
m00022wp,The Who
m00022wp,Tiny Ruins
m00022wp,Windsor Davies & Don Estelle
m00022wr,BC Camplight
m00022wr,Charlotte Adigéry
m00022wr,Deerhunter
m00022wr,Holy Esque
m00022wr,John Grant
m00022wr,Kathryn Joseph
m00022wr,Lizzo
m00022wr,Majken
m00022wr,Marie Davidson & Lamusa II
m00022wr,Ouzo Bazooka
m00022wr,Palace
m00022wr,Pitou
m00022wr,Rozi Plain
m00022wr,Sobrenadar
m00022wr,The Chemical Brothers
m00022wr,Visual
m00022wt,Gong
m00022wt,Robin Trower
m00022wt,Silverhead
m00022wy,Aretha Franklin
m00022wy,Blondie
m00022wy,Chaka Khan
m00022wy,Little Simz
m00022wy,Shannon
m00022wy,Tori Amos
m00022wy,Utah Saints
m00022wy,Yeah Yeah Yeahs
m00022x0,Cake
m00022x0,Gerry Rafferty
m00022x0,Ice Cube
m00022x0,Peter Gabriel & Kate Bush
m00022x0,Public Enemy
m00022x0,Soul II Soul
m00022x0,The Maccabees
m00022x2,Arctic Monkeys
m00022x2,Ash
m00022x2,Bow Wow Wow
m00022x2,Cassius
m00022x2,Charlotte Gainsbourg
m00022x2,David Bowie
m00022x2,Django Django
m00022x2,Dodgy
m00022x2,Echo & The Bunnymen
m00022x2,Fatboy Slim
m00022x2,Frank Turner
m00022x2,Happy Mondays
m00022x2,Hole
m00022x2,Jeremy Warmsley
m00022x2,Jim Noir
m00022x2,KOKOKO!
m00022x2,Little Dragon
m00022x2,Lloyd Cole & Commotions
m00022x2,Manic Street Preachers
m00022x2,Maribou State
m00022x2,Methyl Ethel
m00022x2,Orbital
m00022x2,Peter Gabriel
m00022x2,Roy Orbison
m00022x2,Róisín Murphy
m00022x2,Santigold
m00022x2,Suede
m00022x2,The Beths
m00022x2,This Mortal Coil
m00022x2,Tiga
m00022x2,slowthai
m0002307,Beth Gibbons
m0002307,Callum Easter
m0002307,Dutch Uncles
m0002307,Emma Pollock
m0002307,Feels
m0002307,Flat Worms
m0002307,Motörhead
m0002307,Oh Sees
m0002307,Parliament
m0002307,Porcupine Tree
m0002307,Prince
m0002307,Spratleys Japs
m0002307,The Clash
m0002307,The Kinks
m0002307,Ty Segall & The Freedom Band
m0002307,Warm Drag
m0002309,Bobby “Blue” Bland
m0002309,Bruxa Maria
m0002309,David Callahan
m0002309,Donovan
m0002309,Elena Setien
m0002309,Fat White Family
m0002309,Glaxo Babies
m0002309,Holiday Ghosts
m0002309,Jah Wobble
m0002309,James Yorkston
m0002309,John Holt
m0002309,Joni Mitchell
m0002309,Josh Rouse
m0002309,Julia Kent
m0002309,Julian Cope
m0002309,Lamb
m0002309,Manu Chao
m0002309,Minx/Zimmerman
m0002309,Neil Ardley
m0002309,Optic Nerve
m0002309,S. E. Rogie
m0002309,Sarah Louise
m0002309,Suede
m0002309,Teeth of the Sea
m0002309,The Bluebells
m0002309,The Church
m0002309,The Electric Banana
m0002309,The Girl With The Replaceable Head
m0002309,The Goldborns
m0002309,The Telescopes
m0002309,Twink
m0002309,Warm Drag
m000230c,Black to Comm
m000230c,Cucina Povera
m000230c,Deerhunter
m000230c,Jakuzi
m000230c,Jay Mitta
m000230c,Lala Lala & WHY?
m000230c,Laura Misch
m000230c,Les Filles de Illighadad
m000230c,MIKE
m000230c,Pedro Vian
m000230c,Povoa
m000230c,Rainforest Spiritual Enslavement
m000230c,The Maghreban
m000230c,Yves Jarvis
m000230g,François & the Atlas Mountains
m000230g,Grizzly Bear
m000230g,Pete Seeger
m000230g,Quilapayún
m000230g,Stoat
m000230l,Caesars
m000230l,Catatonia
m000230l,Dexys Midnight Runners
m000230l,Edwyn Collins
m000230l,Franz Ferdinand
m000230l,Ian Dury
m000230l,Julia Holter
m000230l,Karen O & Danger Mouse
m000230l,Laura Veirs
m000230l,Lianne La Havas
m000230l,Little Dragon
m000230l,Loyle Carner
m000230l,Max Cooper
m000230l,New Order
m000230l,Nick Lowe
m000230l,Obongjayar
m000230l,Parquet Courts
m000230l,Róisín Murphy
m000230l,Steve Mason
m000230l,Supergrass
m000230l,The Animals
m000230l,The Jam
m000230l,The Rolling Stones
m000230l,The Specials
m000230l,Tom Williams
m000230l,Working Men's Club
m000230q,Bess Atwell
m000230q,C Duncan
m000230q,Chuck Berry
m000230q,Cornershop
m000230q,Courtney Barnett
m000230q,Eric B.
m000230q,Erykah Badu
m000230q,Flash and the Pan
m000230q,Foals
m000230q,Green Day
m000230q,JX
m000230q,Kurt Vile
m000230q,La Roux
m000230q,Laura Mvula
m000230q,Lizzo
m000230q,Modest Mouse
m000230q,Motörhead
m000230q,Run‐D.M.C.
m000230q,The Beths
m000230q,The Chemical Brothers
m000230q,The Clash
m000230q,The Cranberries
m000230q,The Horrors
m000230q,The Spencer Davis Group
m000230q,The xx
m000230q,UNKLE
m000230q,Underworld
m000230q,White Lies
m000230q,Wild Beasts
m000230q,Yes
m000230q,You Tell Me
m000230q,Young Fathers
m000230q,slowthai
m00023hc,Beth Gibbons
m00023hc,Bilge Pump
m00023hc,Bo Diddley
m00023hc,Emma Pollock
m00023hc,Field Music
m00023hc,John Myrtle
m00023hc,Keel Her
m00023hc,NOV3L
m00023hc,Odetta Hartman
m00023hc,Pom Poko
m00023hc,Porcupine Tree
m00023hc,School of Language
m00023hc,Serge Gainsbourg & Brigitte Bardot
m00023hc,Talking Heads
m00023hc,The Jackson 5
m00023hc,The Seeds
m00023hc,The Stroppies
m00023hc,The Temptations
m00023hc,Tim Buckley
m00023hc,Warm Drag
m00023hf,Anna Burch
m00023hf,Bassekou Kouyaté & Madera Limpia
m00023hf,Big Youth
m00023hf,Bow Wow Wow
m00023hf,Broadcast
m00023hf,Byron Morris & Unity
m00023hf,Candi Staton
m00023hf,Christine X
m00023hf,Field Music
m00023hf,Fumaça Preta
m00023hf,Gorky’s Zygotic Mynci
m00023hf,Ivor Cutler
m00023hf,JOSIN
m00023hf,James Kirk
m00023hf,K. H. mirth
m00023hf,Kel Assouf
m00023hf,Lady B
m00023hf,Le SuperHomard
m00023hf,Los Mundos Posibles
m00023hf,Michael Franti & Spearhead
m00023hf,Ottilie Patterson
m00023hf,Pete Atkin
m00023hf,Philip Glass
m00023hf,Positive Force
m00023hf,Prince Jammy
m00023hf,Sam Dees' Beauty And The Beat
m00023hf,Strawberry Switchblade
m00023hf,The Godfathers
m00023hf,The Groove Farm
m00023hf,The Jam
m00023hf,The Psychedelic Furs
m00023hf,The Redskins
m00023hf,The Saxophones
m00023hf,The Sequence
m00023hf,The Sugarhill Gang
m00023hf,Whoa Melodic
m00023hf,William the Conqueror
m00023hh,Alfa Mist
m00023hh,Connan Mockasin
m00023hh,Cubicolor
m00023hh,Emily King
m00023hh,H.E.R.
m00023hh,Heavy Lungs
m00023hh,Lennon Stella
m00023hh,Little Dragon
m00023hh,Matt Corby
m00023hh,Miguel
m00023hh,Oscar Jerome
m00023hh,Penya
m00023hh,Phobophobes
m00023hh,Pip Blom
m00023hh,River Tiber
m00023hh,Rosie Lowe
m00023hh,Sampa the Great
m00023hh,Sorry
m00023hh,The Specials
m00023hh,Toro y Moi
m00023hk,Box
m00023hk,Labi Siffre
m00023hk,Moloko
m00023hk,Ryan Adams
m00023hk,Scritti Politti
m00023hm,Alabama Shakes
m00023hm,Angel Olsen
m00023hm,Ben Folds
m00023hm,Car Seat Headrest
m00023hm,Courtney Barnett
m00023hm,DJ Food
m00023hm,Disclosure
m00023hm,Jeremy Warmsley
m00023hm,KOKOKO!
m00023hm,Kurt Vile
m00023hm,Lemon Jelly
m00023hm,Lizzo
m00023hm,M83
m00023hm,Michael Kiwanuka
m00023hm,Phoenix
m00023hm,Prince Buster
m00023hm,Santigold
m00023hm,The Cribs
m00023hm,The Go‐Betweens
m00023hm,The Smiths
m00023hm,Unloved
m00023hm,Young Fathers
m00023hm,slowthai
m00023hq,808 State
m00023hq,Another Sky
m00023hq,Breach
m00023hq,Broken Bells
m00023hq,Charlotte Gainsbourg
m00023hq,Faithless
m00023hq,Fleetwood Mac
m00023hq,Gorillaz
m00023hq,Honeyblood
m00023hq,IDLES
m00023hq,Little Dragon
m00023hq,Lou Pride
m00023hq,Maribou State
m00023hq,Maxïmo Park
m00023hq,Metronomy
m00023hq,Monie Love
m00023hq,My Life Story
m00023hq,Our Girl
m00023hq,Royal Blood
m00023hq,Róisín Murphy
m00023hq,Small Faces
m00023hq,Soft Cell
m00023hq,Stealing Sheep
m00023hq,Steve Mason
m00023hq,Teddy Thompson
m00023hq,The Adverts
m00023hq,The Creatures
m00023hq,The Doobie Brothers
m00023hq,The Twilight Sad
m00023hq,The Wonder Stuff
m00023hq,Thin Lizzy
m00023hq,Vök
m00023hq,Yak
m00023kk,A Tribe Called Quest
m00023kk,Arctic Monkeys
m00023kk,B.E.D
m00023kk,Baxter Dury
m00023kk,Buzzcocks
m00023kk,Courtney Barnett
m00023kk,Creedence Clearwater Revival
m00023kk,Dana Valery
m00023kk,Ex:Re
m00023kk,Frankie Cosmos
m00023kk,Freeez
m00023kk,Grandmaster Flash & Melle Mel
m00023kk,Invisible
m00023kk,Julia Holter
m00023kk,Jurassic 5
m00023kk,Justice vs Simian
m00023kk,Lisa Lisa & Cult Jam
m00023kk,Little Dragon
m00023kk,Lizzo
m00023kk,Lloyd Cole and the Commotions
m00023kk,Lyn Collins
m00023kk,Mercury Rev
m00023kk,Planningtorock
m00023kk,Pom Poko
m00023kk,SOURCE & Candi Staton
m00023kk,Schola Cantorum Reykjavicensis & Hörður Áskelsson
m00023kk,Steve Mason
m00023kk,Tenor Saw
m00023kk,The Charlatans
m00023kk,The Chemical Brothers
m00023kk,The Coral
m00023kk,The Monochrome Set
m00023kk,The Pretty Things
m00023kk,The Specials
m00023kk,The Sundays
m00023kk,Young Fathers
m00023km,Afro Blue Persuasion
m00023km,Banda Black Rio
m00023km,Bernard Wright
m00023km,Big Daddy Kane
m00023km,Bixiga 70
m00023km,Bruce Springsteen
m00023km,Charlotte Gainsbourg
m00023km,Cochemea
m00023km,Courtney Barnett
m00023km,Curtis Mayfield
m00023km,Donny Benét
m00023km,Erykah Badu
m00023km,Eumir Deodato
m00023km,Fania All-Stars
m00023km,Fringe Character
m00023km,Gang Starr
m00023km,Gil Scott‐Heron & Brian Jackson
m00023km,Gilberto Gil
m00023km,Ibibio Sound Machine
m00023km,James Blake
m00023km,Joe Bataan
m00023km,KOKOKO!
m00023km,Marc Mac
m00023km,Maribou State
m00023km,Max Cooper
m00023km,McFadden & Whitehead
m00023km,Motörhead
m00023km,Neil Young & Crazy Horse
m00023km,New Order
m00023km,Our Girl
m00023km,Parliament
m00023km,Pearl Jam
m00023km,Radiohead
m00023km,Róisín Murphy
m00023km,Santigold
m00023km,Sepultura
m00023km,Seu Jorge
m00023km,Stealing Sheep
m00023km,Stevie Wonder
m00023km,The Prodigy
m00023km,The Rolling Stones
m00023km,Uniao Black
m00023km,Unloved
m00023km,slowthai
m00023kp,Afrika Bambaataa & Soulsonic Force
m00023kp,Angelo De Augustine
m00023kp,Aretha Franklin
m00023kp,Beyoncé
m00023kp,Black Country New Road
m00023kp,Christine and the Queens
m00023kp,Courtney Barnett
m00023kp,DJ Shadow & Run The Jewels
m00023kp,Dan Kye
m00023kp,Ex:Re
m00023kp,Ezra Collective
m00023kp,God Colony
m00023kp,Janelle Monáe
m00023kp,KOKOKO!
m00023kp,Karen O & Danger Mouse
m00023kp,Kate Tempest
m00023kp,Kathryn Joseph
m00023kp,Nina Simone
m00023kp,Obongjayar
m00023kp,Sade
m00023kp,Samaran
m00023kp,Santigold
m00023kp,Sparklehorse
m00023kp,Stealing Sheep
m00023kp,The Associates
m00023kp,The Chemical Brothers
m00023kp,The Cinematic Orchestra
m00023kp,The Clash
m00023kp,The Comet Is Coming
m00023kp,The Fall
m00023kp,The Jam
m00023kp,The Specials
m00023kp,The Wedding Present
m00023kr,Adventures of Stevie V
m00023kr,Angelo De Augustine
m00023kr,Anna Calvi
m00023kr,Björk
m00023kr,Charlotte Gainsbourg
m00023kr,Chromeo
m00023kr,Daryl Hall & John Oates
m00023kr,Drenge
m00023kr,Foals
m00023kr,Gang of Four
m00023kr,Goat
m00023kr,Gomez
m00023kr,Idlewild
m00023kr,Ike Turner & Tina Turner
m00023kr,Jimmy “Bo” Horne
m00023kr,Laura Marling
m00023kr,Little Dragon
m00023kr,Lizzo
m00023kr,Maribou State
m00023kr,Max Cooper
m00023kr,Obongjayar
m00023kr,Phoenix
m00023kr,Pictish Trail
m00023kr,Róisín Murphy
m00023kr,Stereolab
m00023kr,The Beths
m00023kr,The Police
m00023kr,The Soul Sisters
m00023kr,Tom Vek
m00023kr,Tom Williams
m00023kr,Yak
m00023kr,slowthai
m00023kt,Adrianne Lenker
m00023kt,Angelo De Augustine
m00023kt,Arrested Development
m00023kt,Bess Atwell
m00023kt,Bob Dylan
m00023kt,Burial
m00023kt,Catfish and the Bottlemen
m00023kt,Coldcut
m00023kt,Coldplay
m00023kt,Courtney Barnett
m00023kt,Crows
m00023kt,Daft Punk
m00023kt,Elastica
m00023kt,Girls on Top
m00023kt,Goldfrapp
m00023kt,Ian Dury & The Blockheads
m00023kt,Karen O & Danger Mouse
m00023kt,Kurt Vile
m00023kt,Mr. Vegas
m00023kt,New Model Army
m00023kt,Our Girl
m00023kt,Pip Blom
m00023kt,Prince Fatty
m00023kt,Public Practice
m00023kt,Squid
m00023kt,Stealing Sheep
m00023kt,The Calamity
m00023kt,The Fall
m00023kt,The Moldy Peaches
m00023kt,The Prodigy
m00023kt,The Specials
m00023kt,The Thrills
m00023kt,The xx
m00023kt,Unloved
m00023kt,Working Men's Club
m00023kt,Young Fathers
m00023kt,stellastarr*
m00023ky,A Tribe Called Quest
m00023ky,Adia Victioria
m00023ky,Alice in Chains
m00023ky,Arctic Monkeys
m00023ky,Beach House
m00023ky,Broken Bells
m00023ky,Cerrone
m00023ky,Charlotte Gainsbourg
m00023ky,Goat
m00023ky,Harriet Brown
m00023ky,James Blake
m00023ky,John Grant
m00023ky,Jóhann Jóhannsson
m00023ky,Kate Bush
m00023ky,Killing Joke
m00023ky,LTJ Bukem
m00023ky,Little Dragon
m00023ky,Lizzo
m00023ky,Maribou State
m00023ky,Martha Reeves and The Vandellas
m00023ky,Otis Redding & Carla Thomas
m00023ky,Our Girl
m00023ky,Pangea
m00023ky,Prince
m00023ky,Radiohead
m00023ky,Rico Rodriguez & The Special A.K.A.
m00023ky,Róisín Murphy
m00023ky,Savages
m00023ky,Sharon Van Etten
m00023ky,The Cure
m00023ky,The Slits
m00023ky,Unloved
m00023ky,Working Men's Club
m00023ky,Zed Bias
m00023ky,tUnE-yArDs
m00023l0,A Certain Ratio
m00023l0,Adrianne Lenker
m00023l0,Alabama Shakes
m00023l0,Basement Jaxx
m00023l0,Bess Atwell
m00023l0,Blood Red Shoes
m00023l0,Catfish and the Bottlemen
m00023l0,Courtney Barnett
m00023l0,DEVO
m00023l0,Datarock
m00023l0,Derek B
m00023l0,Elvis Costello & The Attractions
m00023l0,Foals
m00023l0,Gladys Knight & The Pips
m00023l0,Karen O & Danger Mouse
m00023l0,Kurt Vile
m00023l0,Monie Love
m00023l0,Ryan Adams
m00023l0,Sharon Van Etten
m00023l0,Spiritualized
m00023l0,St. Vincent
m00023l0,The Avalanches
m00023l0,The Chemical Brothers
m00023l0,The Prodigy
m00023l0,The Roots
m00023l0,The Smashing Pumpkins
m00023l0,The Specials
m00023l0,The Velvelettes
m00023l0,This Is the Kit
m00023l0,U2
m00023l0,Young Fathers
m00023l0,slowthai
m00023l2,Blondie
m00023l2,Busta Rhymes
m00023l2,Candi Payne
m00023l2,Charlotte Gainsbourg
m00023l2,Crows
m00023l2,Death in Vegas
m00023l2,Dobie Gray
m00023l2,Dogs Die in Hot Cars
m00023l2,Everyone You Know
m00023l2,Fat White Family
m00023l2,Greyhound
m00023l2,James
m00023l2,Jesus Jones
m00023l2,Julian Cope
m00023l2,KOKOKO!
m00023l2,Kathryn Joseph
m00023l2,Little Dragon
m00023l2,Lizzo
m00023l2,Lucy Rose
m00023l2,Magazine
m00023l2,Maribou State
m00023l2,Max Cooper
m00023l2,Obongjayar
m00023l2,Pixies
m00023l2,Primal Scream
m00023l2,Public Service Broadcasting
m00023l2,Róisín Murphy
m00023l2,Santigold
m00023l2,Sharon Van Etten
m00023l2,The Beths
m00023l2,The Black Keys
m00023l2,The Brute Chorus
m00023l2,The Caress
m00023l2,The Exciters
m00023l2,The Hold Steady
m00023l2,The March Violets
m00023l2,The Murder Capital
m00023l2,The Sleepy Jackson
m00023l2,The Stranglers
m00023l2,Tom Williams
m00023l2,Top Cat
m00023l2,slowthai
m00023ld,"Quantic, Alice Russell & Combo Bárbaro"
m00023ld,Amy Winehouse
m00023ld,Ariel Pink
m00023ld,Bob Marley & The Wailers
m00023ld,Bow Wow Wow
m00023ld,Chrome Sparks
m00023ld,Ex:Re
m00023ld,Four Tet
m00023ld,Frank Ocean
m00023ld,Goldie
m00023ld,Janelle Monáe
m00023ld,Jungle
m00023ld,KOKOKO!
m00023ld,Karen O & Danger Mouse
m00023ld,Kelis
m00023ld,Labi Siffre
m00023ld,Love
m00023ld,My Bloody Valentine
m00023ld,Pearson Sound
m00023ld,Pigs Pigs Pigs Pigs Pigs Pigs Pigs
m00023ld,Planningtorock
m00023ld,Portishead
m00023ld,Santigold
m00023ld,Stealing Sheep
m00023ld,Swindle
m00023ld,Talvin Singh & Niladri Kumar
m00023ld,The Chemical Brothers
m00023ld,The National
m00023ld,Thundercat
m00023ld,Vince Staples
m00023ld,X‐Ray Spex
m00023ld,slowthai
m00023lg,Adrianne Lenker
m00023lg,Bess Atwell
m00023lg,Big Daddy Kane
m00023lg,Bloc Party
m00023lg,Charlotte Gainsbourg
m00023lg,Courtney Barnett
m00023lg,Drenge
m00023lg,Garbage
m00023lg,Gorillaz
m00023lg,James
m00023lg,John Lennon & Plastic Ono Band
m00023lg,Kurt Vile
m00023lg,Little Dragon
m00023lg,Lizzo
m00023lg,Maribou State
m00023lg,Marie Davidson
m00023lg,Max Cooper
m00023lg,Ministry
m00023lg,Oasis
m00023lg,Primus
m00023lg,Public Service Broadcasting
m00023lg,Rival Schools
m00023lg,Róisín Murphy
m00023lg,School of Seven Bells
m00023lg,Sharon Jones and the Dap‐Kings
m00023lg,Steve Mason
m00023lg,Super Furry Animals
m00023lg,T. Rex
m00023lg,The Charlatans
m00023lg,The Fall
m00023lg,The Orielles
m00023lg,Wire
m00023lj,Adrianne Lenker
m00023lj,Anna Calvi
m00023lj,Aphex Twin
m00023lj,Arcade Fire
m00023lj,Bad Brains
m00023lj,Beastie Boys
m00023lj,Bicep
m00023lj,Big Mama Thornton
m00023lj,Boy Azooga
m00023lj,Courtney Barnett
m00023lj,Deftones
m00023lj,Denzel Curry
m00023lj,Iggy Pop
m00023lj,Jeremy Warmsley
m00023lj,Junior Murvin
m00023lj,Le Tigre
m00023lj,Led Zeppelin
m00023lj,Loni Clark
m00023lj,Lush
m00023lj,Mary Lattimore
m00023lj,Nadine Shah
m00023lj,Nirvana
m00023lj,Ramones
m00023lj,Raven
m00023lj,Sigur Rós
m00023lj,Sister Rosetta Tharpe
m00023lj,Skinny Pelembe
m00023lj,Steve Mason
m00023lj,Talk Talk
m00023lj,The Chemical Brothers
m00023lj,The Jimi Hendrix Experience
m00023lj,The Specials
m00023lj,Toots & The Maytals
m00023lj,Young Fathers
m00023lj,slowthai
m00023ll,Arctic Monkeys
m00023ll,Blondie
m00023ll,Charlotte Gainsbourg
m00023ll,Chucky Thurmon
m00023ll,Darondo
m00023ll,Disclosure
m00023ll,Elbow
m00023ll,Goldfrapp
m00023ll,Gossip
m00023ll,Graham Central Station
m00023ll,Interpol
m00023ll,Kathryn Joseph
m00023ll,Lamb
m00023ll,Layo & Bushwacka!
m00023ll,Les Rythmes Digitales
m00023ll,Little Dragon
m00023ll,Lizzo
m00023ll,Maribou State
m00023ll,Max Cooper
m00023ll,N.W.A
m00023ll,Obongjayar
m00023ll,Our Girl
m00023ll,Pigs Pigs Pigs Pigs Pigs Pigs Pigs
m00023ll,Poliça
m00023ll,Prince
m00023ll,Róisín Murphy
m00023ll,Stealing Sheep
m00023ll,Steve Mason
m00023ll,The Beths
m00023ll,The House of Love
m00023ll,Unloved
m00023ll,Weezer
m00023ll,XTC
m00023ln,Adrianne Lenker
m00023ln,Anna Calvi
m00023ln,Bess Atwell
m00023ln,Blackalicious
m00023ln,Camera Obscura
m00023ln,Canoe Club
m00023ln,Catfish and the Bottlemen
m00023ln,Courtney Barnett
m00023ln,Crows
m00023ln,Culture
m00023ln,Echo & The Bunnymen
m00023ln,Fight Like Apes
m00023ln,Kinesis
m00023ln,Kurt Vile
m00023ln,Lizzo
m00023ln,Mary Jane Hooper
m00023ln,Metronomy
m00023ln,Samaran
m00023ln,Scout Niblett
m00023ln,Sonic Youth
m00023ln,Steve Mason
m00023ln,The Beatles
m00023ln,The Chemical Brothers
m00023ln,The Humdrum Express
m00023ln,The June Brides And Phil Wilson
m00023ln,The Mysterines
m00023ln,The Specials
m00023ln,The Stone Roses
m00023ln,The Young Knives
m00023ln,X‐Press 2
m00023ln,Young Fathers
m00023ln,slowthai
m00023lq,Amor
m00023lq,Colin Stetson
m00023lq,Elisabeth Elektra
m00023lq,Kaitlyn Aurelia Smith
m00023lq,Kathryn Joseph
m00023lq,Low
m00023lq,Lubomyr Melnyk
m00023lq,Marissa Nadler
m00023lq,Mastersystem
m00023lq,Oneohtrix Point Never
m00023lq,Rev Magnetic
m00023lq,Sacred Paws
m00023lq,The Soft Cavalry
m00023lq,The Twilight Sad
m00023m9,Adrianne Lenker
m00023m9,Anderson .Paak
m00023m9,Chaos in the CBD
m00023m9,Charlotte Gainsbourg
m00023m9,Courtney Barnett
m00023m9,Disclosure
m00023m9,Eric Whitacre
m00023m9,Erykah Badu
m00023m9,Everything but the Girl
m00023m9,Ex:Re
m00023m9,Fugazi
m00023m9,Gil Scott‐Heron
m00023m9,GoGo Penguin
m00023m9,Guy Garvey
m00023m9,Hüsker Dü
m00023m9,J Walter Negro & the Loose Jointz
m00023m9,James Brown
m00023m9,Joni Mitchell
m00023m9,Julia Holter
m00023m9,Kurt Vile
m00023m9,Little Dragon
m00023m9,Lizzo
m00023m9,Marcia Griffiths
m00023m9,Roots Manuva
m00023m9,Roy Davis Jr.
m00023m9,Róisín Murphy
m00023m9,Stevie Wonder
m00023m9,The Intruders
m00023m9,The Move
m00023m9,The Selecter
m00023m9,The Velvet Underground
m00023m9,Villagers
m00023m9,Yugen Blakrok
m00023mc,Amber Arcades
m00023mc,Archie Bell & The Drells
m00023mc,BEAK>
m00023mc,Beach House
m00023mc,Beck
m00023mc,Conor Oberst
m00023mc,Dexys Midnight Runners
m00023mc,Eric B. & Rakim
m00023mc,Frankie Knuckles
m00023mc,Groove Armada
m00023mc,IDLES
m00023mc,Interpol
m00023mc,Link Wray
m00023mc,Lou Hayter
m00023mc,Maribou State
m00023mc,Our Girl
m00023mc,PJ Harvey
m00023mc,Piroshka
m00023mc,Planningtorock
m00023mc,R.E.M. & Patti Smith
m00023mc,Radiohead
m00023mc,Sade
m00023mc,Stealing Sheep
m00023mc,The Beths
m00023mc,The Specials
m00023mc,Thundercat
m00023mc,Unloved
m00023mc,Yeah Yeah Yeahs
m00023mc,You Tell Me
m00023mc,Young Fathers
m00023mc,slowthai
m00023mf,Aldous Harding
m00023mf,Anna Calvi
m00023mf,Black Science Orchestra
m00023mf,Blondie
m00023mf,Buzzcocks
m00023mf,Cocteau Twins
m00023mf,Daniel Avery
m00023mf,ESG
m00023mf,Elastica
m00023mf,Ex:Re
m00023mf,FUR
m00023mf,Fleet Foxes
m00023mf,Gorillaz
m00023mf,James Blake & Bon Iver
m00023mf,Jill Scott
m00023mf,Karen O & Danger Mouse
m00023mf,Lonnie Liston Smith
m00023mf,Maribou State
m00023mf,Martyn Heyne
m00023mf,Max Cooper
m00023mf,Maya Jane Coles
m00023mf,Planningtorock
m00023mf,Rozi Plain
m00023mf,Snoop Dogg
m00023mf,Songhoy Blues
m00023mf,Soul II Soul
m00023mf,Stereolab
m00023mf,Steve Mason
m00023mf,System of a Down
m00023mf,Team Sleep
m00023mf,Thundercat
